77,May 19, 2023 17:31:55.782653414 -03,192.168.0.82,239.255.255.250,,,59789,1900,M-SEARCH,239.255.255.250:1900,Microsoft Edge/113.0.1774.42 Windows,,,,,,,,
78,May 19, 2023 17:31:55.798220256 -03,192.168.0.34,239.255.255.250,,,62640,1900,M-SEARCH,239.255.255.250:1900,Google Chrome/113.0.5672.127 Windows,,,,,,,,
79,May 19, 2023 17:31:55.899930599 -03,192.168.0.125,192.168.0.255,,,137,137,,,,,,,,,,,
80,May 19, 2023 17:31:55.899961052 -03,192.168.0.125,224.0.0.251,,,5353,5353,,,,,dntdevserver2.local,,,,,,
81,May 19, 2023 17:31:55.900041343 -03,,,,,5353,5353,,,,,dntdevserver2.local,,,,,,
82,May 19, 2023 17:31:55.900121428 -03,192.168.0.125,224.0.0.251,,,5353,5353,,,,,dntdevserver2.local,,,,,,
83,May 19, 2023 17:31:55.900121563 -03,,,,,5353,5353,,,,,dntdevserver2.local,,,,,,
84,May 19, 2023 17:31:55.900301703 -03,,,,,53086,5355,,,,,dntdevserver2,,,,,,
85,May 19, 2023 17:31:55.900301812 -03,192.168.0.125,224.0.0.252,,,53086,5355,,,,,dntdevserver2,,,,,,
86,May 19, 2023 17:31:55.900361971 -03,,,,,58530,5355,,,,,dntdevserver2,,,,,,
87,May 19, 2023 17:31:55.900362051 -03,192.168.0.125,224.0.0.252,,,58530,5355,,,,,dntdevserver2,,,,,,
88,May 19, 2023 17:31:56.135591603 -03,,,,,,,,,,,,,,,,,
89,May 19, 2023 17:31:56.261180767 -03,,,,,,,,,,,,,,,,,
90,May 19, 2023 17:31:56.316997188 -03,,,,,58530,5355,,,,,dntdevserver2,,,,,,
91,May 19, 2023 17:31:56.316997307 -03,,,,,53086,5355,,,,,dntdevserver2,,,,,,
92,May 19, 2023 17:31:56.316997390 -03,192.168.0.125,224.0.0.252,,,58530,5355,,,,,dntdevserver2,,,,,,
93,May 19, 2023 17:31:56.316997478 -03,192.168.0.125,224.0.0.252,,,53086,5355,,,,,dntdevserver2,,,,,,
94,May 19, 2023 17:31:56.445712761 -03,,,,,,,,,,,,,,,,,
95,May 19, 2023 17:31:56.537291821 -03,,,,,,,,,,,,,,,,,
96,May 19, 2023 17:31:56.588434610 -03,,,,,,,,,,,,,,,,,
97,May 19, 2023 17:31:56.598329268 -03,,,,,,,,,,,,,,,,,
98,May 19, 2023 17:31:56.624394593 -03,,,,,,,,,,,,,,,,,
99,May 19, 2023 17:31:56.652502717 -03,192.168.0.190,239.255.255.250,,,50442,1900,M-SEARCH,239.255.255.250:1900,Microsoft Edge/113.0.1774.42 Windows,,,,,,,,
100,May 19, 2023 17:31:56.658078583 -03,192.168.0.125,192.168.0.255,,,137,137,,,,,,,,,,,
