frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,http.request.method,http.host,http.user_agent,http.response.code,dns.qry.name,dns.resp.name,dns.resp.type,dns.resp.ttl,tls.handshake.ciphersuite,tls.handshake.ciphersuite,tls.handshake.session_id,tls.handshake.certificates
2178,May 18, 2023 20:45:56.844054201 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Erika Vitoria._companion-link._tcp.local,,,,,,,
2179,May 18, 2023 20:45:56.943313486 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,fedora.local,,,,,,,
2180,May 18, 2023 20:45:56.943313603 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,{"nm":"Redmi Note 9S","as":"[8194]","ip":"99"}._mi-connect._udp.local,,,,,,,
2181,May 18, 2023 20:45:56.945489007 -03,172.16.0.195,224.0.0.251,,,5353,5353,,,,,,195.0.16.172.in-addr.arpa,A.4.4.E.6.E.E.F.F.F.8.A.0.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-181.local,Android-181.local,195.0.16.172.in-addr.arpa,A.4.4.E.6.E.E.F.F.F.8.A.0.E.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-181.local,12,12,1,28,47,12,47,12,47,1,28,120,120,120,120,120,120,120,,,,
2182,May 18, 2023 20:45:56.945492603 -03,172.16.0.103,224.0.0.251,,,5353,5353,,,,,,103.0.16.172.in-addr.arpa,4.5.B.D.D.6.E.F.F.F.8.8.F.1.2.E.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-132.local,Android-132.local,103.0.16.172.in-addr.arpa,4.5.B.D.D.6.E.F.F.F.8.8.F.1.2.E.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-132.local,12,12,1,28,47,12,47,12,47,1,28,120,120,120,120,120,120,120,,,,
2183,May 18, 2023 20:45:57.044536921 -03,172.16.7.77,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2184,May 18, 2023 20:45:57.044536913 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,Android-227.local,,,,,,,
2185,May 18, 2023 20:45:57.047895401 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2186,May 18, 2023 20:45:57.047898245 -03,172.16.1.253,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2187,May 18, 2023 20:45:57.149596632 -03,172.16.2.75,224.0.0.251,,,5353,5353,,,,,,Android-64.local,47,1,28,120,,,,
2188,May 18, 2023 20:45:57.149596750 -03,172.16.9.21,224.0.0.251,,,5353,5353,,,,,,iPad de Erika Vitoria._companion-link._tcp.local,47,16,33,4500,,,,
2189,May 18, 2023 20:45:57.149596782 -03,172.16.7.250,224.0.0.251,,,5353,5353,,,,,,DESKTOP-5N4ENBI.local,1,10,,,,
2190,May 18, 2023 20:45:57.149596797 -03,172.16.7.250,224.0.0.251,,,5353,5353,,,,,,DESKTOP-5N4ENBI.local,DESKTOP-5N4ENBI.local,1,47,1,28,120,120,,,,
2191,May 18, 2023 20:45:57.149596813 -03,172.16.7.250,224.0.0.251,,,5353,5353,,,,,,DESKTOP-5N4ENBI.local,DESKTOP-5N4ENBI.local,1,47,1,28,120,120,,,,
2192,May 18, 2023 20:45:57.149633890 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_rdlink._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2193,May 18, 2023 20:45:57.251678527 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,Android-181.local,,,,,,,
2194,May 18, 2023 20:45:57.353242501 -03,172.16.9.51,224.0.0.251,,,5353,5353,,,,,{"nm":"Redmi Note 11 Pro","as":"[8194]","ip":"51"}._mi-connect._udp.local,Android.local,Android.local,33,28,120,120,,,,
2195,May 18, 2023 20:45:57.353245559 -03,172.16.0.219,224.0.0.251,,,5353,5353,,,,,,{"nm":"Redmi 10 Prime","as":"[8194]","ip":"219"}._mi-connect._udp.local,_services._dns-sd._udp.local,_mi-connect._udp.local,219.0.16.172.in-addr.arpa,7.7.C.D.D.E.2.6.F.E.8.5.A.1.8.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-100.local,Android-100.local,{"nm":"Redmi 10 Prime","as":"[8194]","ip":"219"}._mi-connect._udp.local,219.0.16.172.in-addr.arpa,7.7.C.D.D.E.2.6.F.E.8.5.A.1.8.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-100.local,16,12,12,33,12,12,1,28,47,16,33,47,12,47,12,47,1,28,4500,4500,4500,120,120,120,120,120,4500,120,120,120,,,,
2196,May 18, 2023 20:45:57.354411317 -03,172.16.0.183,224.0.0.251,,,5353,5353,,,,,Android.local,Android.local,Android.local,Android.local,28,1,120,120,,,,
2197,May 18, 2023 20:45:57.354919989 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,DESKTOP-5N4ENBI.local,,,,,,,
2198,May 18, 2023 20:45:57.453587127 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,DESKTOP-5N4ENBI.local,,,,,,,
2199,May 18, 2023 20:45:57.453813643 -03,172.16.5.127,224.0.0.251,,,5353,5353,,,,,_%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local,_233637DE._sub._googlecast._tcp.local,_googlecast._tcp.local,,,,,,,
2200,May 18, 2023 20:45:57.459205769 -03,172.16.0.253,224.0.0.251,,,5353,5353,,,,,Android-4.local,Android-4.local,28,120,,,,
2201,May 18, 2023 20:45:57.459205888 -03,172.16.0.64,224.0.0.251,,,5353,5353,,,,,,Android-10.local,Android-10.local,1,47,1,28,120,120,,,,
2202,May 18, 2023 20:45:57.562299349 -03,172.16.0.235,224.0.0.251,,,5353,5353,,,,,Android-119.local,Android-119.local,Android-119.local,Android-119.local,1,28,120,120,,,,
2203,May 18, 2023 20:45:57.562304286 -03,172.16.9.21,224.0.0.251,,,5353,5353,,,,,,iPad de Erika Vitoria._device-info._tcp.local,iPad de Erika Vitoria._companion-link._tcp.local,_companion-link._tcp.local,iPad-de-Erika-Vitoria.local,iPad-de-Erika-Vitoria.local,iPad-de-Erika-Vitoria.local,iPad de Erika Vitoria._companion-link._tcp.local,16,16,12,28,1,33,47,1,28,47,16,33,4500,4500,4500,120,120,120,120,4500,,,,
2204,May 18, 2023 20:45:57.562319296 -03,172.16.2.223,224.0.0.251,,,5353,5353,,,,,,Android-4.local,Android-4.local,28,47,28,120,120,,,,
2205,May 18, 2023 20:45:57.562319498 -03,172.16.6.23,224.0.0.251,,,5353,5353,,,,,,{"nm":"Redmi Note 11","as":"[8194]","ip":"23"}._mi-connect._udp.local,47,16,33,4500,,,,
2206,May 18, 2023 20:45:57.668314372 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,iPhone de Gabriel (2)._rdlink._tcp.local,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,<Root>,33,28,1,41,120,120,120,,,,
2207,May 18, 2023 20:45:57.668316412 -03,172.16.5.127,224.0.0.251,,,5353,5353,,,,,_%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local,_233637DE._sub._googlecast._tcp.local,_googlecast._tcp.local,,,,,,,
2208,May 18, 2023 20:45:57.668317245 -03,172.16.3.249,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4499,4500,,,,
2209,May 18, 2023 20:45:57.668318192 -03,172.16.3.12,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,<Root>,12,41,4500,,,,
2210,May 18, 2023 20:45:57.668317268 -03,172.16.8.73,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_hap._tcp.local,_hap._udp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4500,4500,,,,
2211,May 18, 2023 20:45:57.671892759 -03,40.64.128.224,172.16.5.213,443,57630,,,,,,,,,,,,,,
2212,May 18, 2023 20:45:57.714906774 -03,172.16.5.213,40.64.128.224,57630,443,,,,,,,,,,,,,,
2213,May 18, 2023 20:45:57.761080723 -03,172.16.7.250,224.0.0.251,,,5353,5353,,,,,,DESKTOP-5N4ENBI.local,47,1,28,120,,,,
2214,May 18, 2023 20:45:57.767022200 -03,172.16.0.183,224.0.0.251,,,5353,5353,,,,,,{"nm":"Redmi Note 10S","as":"[8194]","ip":"183"}._mi-connect._udp.local,_services._dns-sd._udp.local,_mi-connect._udp.local,183.0.16.172.in-addr.arpa,0.7.6.7.B.8.D.D.6.6.D.4.2.E.2.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,{"nm":"Redmi Note 10S","as":"[8194]","ip":"183"}._mi-connect._udp.local,183.0.16.172.in-addr.arpa,0.7.6.7.B.8.D.D.6.6.D.4.2.E.2.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,16,12,12,33,12,12,47,16,33,47,12,47,12,4500,4500,4500,120,120,120,4500,120,120,,,,
2215,May 18, 2023 20:45:57.863195349 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,{"nm":"POCO X3 Pro","as":"[8194]","ip":"61"}._mi-connect._udp.local,,,,,,,
2216,May 18, 2023 20:45:57.865249126 -03,172.16.9.21,224.0.0.251,,,5353,5353,,,,,,iPad de Erika Vitoria._device-info._tcp.local,_companion-link._tcp.local,16,12,4500,4500,,,,
2217,May 18, 2023 20:45:57.865255952 -03,172.16.0.103,224.0.0.251,,,5353,5353,,,,,,Android-132.local,47,1,28,120,,,,
2218,May 18, 2023 20:45:57.865258958 -03,172.16.3.2,224.0.0.251,,,5353,5353,,,,,,Android-135.local,Android-135.local,1,47,1,28,120,120,,,,
2219,May 18, 2023 20:45:57.865259689 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,iPhone de Gabriel (2)._rdlink._tcp.local,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,<Root>,33,28,1,41,120,120,120,,,,
2220,May 18, 2023 20:45:57.866875482 -03,172.16.9.51,224.0.0.251,,,5353,5353,,,,,{"nm":"Redmi Note 11 Pro","as":"[8194]","ip":"51"}._mi-connect._udp.local,Android.local,Android.local,33,28,120,120,,,,
2221,May 18, 2023 20:45:57.866880017 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,Android-227.local,,,,,,,
2222,May 18, 2023 20:45:57.974482872 -03,172.16.7.77,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,<Root>,12,41,4500,,,,
2223,May 18, 2023 20:45:57.974483033 -03,172.16.7.14,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2224,May 18, 2023 20:45:57.980645447 -03,40.64.128.224,172.16.5.213,443,57632,,,,,,,,,,,,,,
2225,May 18, 2023 20:45:58.022963906 -03,172.16.5.213,40.64.128.224,57632,443,,,,,,,,,,,,,,
2226,May 18, 2023 20:45:58.067774789 -03,172.16.0.99,224.0.0.251,,,5353,5353,,,,,{"nm":"Redmi Note 9S","as":"[8194]","ip":"99"}._mi-connect._udp.local,,33,120,,,,
2227,May 18, 2023 20:45:58.069819664 -03,172.16.3.127,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2228,May 18, 2023 20:45:58.069822567 -03,172.16.0.64,224.0.0.251,,,5353,5353,,,,,,Android-10.local,47,1,28,120,,,,
2229,May 18, 2023 20:45:58.072744347 -03,172.16.0.195,224.0.0.251,,,5353,5353,,,,,Android-181.local,Android-181.local,Android-181.local,Android-181.local,1,28,120,120,,,,
2230,May 18, 2023 20:45:58.072746180 -03,172.16.9.170,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,iPad de Erika Vitoria._companion-link._tcp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4500,4500,,,,
2231,May 18, 2023 20:45:58.150894616 -03,172.16.5.213,20.94.21.149,43088,443,,,,,,,,,,,,,,
2232,May 18, 2023 20:45:58.170756788 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_rdlink._tcp.local,iPad de Pedro._companion-link._tcp.local,_companion-link._tcp.local,_companion-link._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,_rdlink._tcp.local,<Root>,12,12,12,12,12,12,12,12,12,12,12,12,12,12,41,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,,,,
2233,May 18, 2023 20:45:58.171410313 -03,172.16.7.77,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2234,May 18, 2023 20:45:58.172745167 -03,172.16.6.63,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,iPad de Erika Vitoria._companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,41,4500,,,,
2235,May 18, 2023 20:45:58.183039089 -03,172.16.7.153,224.0.0.251,,,5353,5353,,,,,,iPad de Pedro._companion-link._tcp.local,47,16,33,4500,,,,
2236,May 18, 2023 20:45:58.183039247 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2237,May 18, 2023 20:45:58.273634459 -03,172.16.9.170,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2238,May 18, 2023 20:45:58.273635960 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2239,May 18, 2023 20:45:58.283049005 -03,172.16.5.81,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,_companion-link._tcp.local,<Root>,41,,,,,
2240,May 18, 2023 20:45:58.283041631 -03,172.16.4.40,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,_companion-link._tcp.local,_raop._tcp.local,_airplay._tcp.local,_companion-link._tcp.local,<Root>,12,41,4497,,,,
2241,May 18, 2023 20:45:58.375629838 -03,172.16.0.195,224.0.0.251,,,5353,5353,,,,,Android-181.local,Android-181.local,Android-181.local,Android-181.local,1,28,120,120,,,,
2242,May 18, 2023 20:45:58.386359793 -03,172.16.8.183,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,iPad de Erika Vitoria._companion-link._tcp.local,iPad de Pedro._companion-link._tcp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4500,4500,,,,
2243,May 18, 2023 20:45:58.386367197 -03,172.16.6.139,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2244,May 18, 2023 20:45:58.389376244 -03,20.94.21.149,172.16.5.213,443,43088,,,,,,,,,,,,,,
2245,May 18, 2023 20:45:58.477458816 -03,172.16.0.235,224.0.0.251,,,5353,5353,,,,,,Android-119.local,47,1,28,120,,,,
2246,May 18, 2023 20:45:58.479414776 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,,iPhone de Gabriel (2)._rdlink._tcp.local,_services._dns-sd._udp.local,_rdlink._tcp.local,iPhone de Gabriel (2)._device-info._tcp.local,3.C.7.A.5.D.C.9.5.8.E.3.7.9.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,225.7.16.172.in-addr.arpa,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,iPhone de Gabriel (2)._rdlink._tcp.local,3.C.7.A.5.D.C.9.5.8.E.3.7.9.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,225.7.16.172.in-addr.arpa,iPhone-de-Gabriel-2.local,<Root>,16,12,12,16,33,12,12,28,1,47,16,33,47,12,47,12,47,1,28,41,4500,4500,4500,4500,120,120,120,120,120,4500,120,120,120,,,,
2247,May 18, 2023 20:45:58.489621710 -03,172.16.6.63,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2248,May 18, 2023 20:45:58.489631843 -03,172.16.7.153,224.0.0.251,,,5353,5353,,,,,,iPad de Pedro._companion-link._tcp.local,iPad de Pedro._companion-link._tcp.local,16,47,16,33,4500,4500,,,,
2249,May 18, 2023 20:45:58.583351999 -03,0.0.0.0,255.255.255.255,,,68,67,,,,,,,,,,,,
2250,May 18, 2023 20:45:58.583360337 -03,172.16.0.195,224.0.0.251,,,5353,5353,,,,,Android-181.local,Android-181.local,Android-181.local,Android-181.local,1,28,120,120,,,,
2251,May 18, 2023 20:45:58.583414786 -03,172.16.5.127,224.0.0.251,,,5353,5353,,,,,_%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local,_233637DE._sub._googlecast._tcp.local,_googlecast._tcp.local,,,,,,,
2252,May 18, 2023 20:45:58.583420467 -03,172.16.4.200,224.0.0.251,,,5353,5353,,,,,_googlecast._tcp.local,_233637DE._sub._googlecast._tcp.local,,,,,,,
2253,May 18, 2023 20:45:58.682479199 -03,0.0.0.0,255.255.255.255,,,68,67,,,,,,,,,,,,
2254,May 18, 2023 20:45:58.685113130 -03,172.16.0.253,224.0.0.251,,,5353,5353,,,,,Android-5.local,Android-5.local,Android-5.local,Android-5.local,1,28,120,120,,,,
2255,May 18, 2023 20:45:58.685124761 -03,172.16.4.250,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2256,May 18, 2023 20:45:58.685126617 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2257,May 18, 2023 20:45:58.688952746 -03,172.16.0.7,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2258,May 18, 2023 20:45:58.788040837 -03,172.16.9.21,224.0.0.251,,,5353,5353,,,,,,iPad de Erika Vitoria._companion-link._tcp.local,iPad de Erika Vitoria._companion-link._tcp.local,16,47,16,33,4500,4500,,,,
2259,May 18, 2023 20:45:58.788048849 -03,172.16.3.12,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4500,4500,,,,
2260,May 18, 2023 20:45:58.788048920 -03,172.16.0.85,224.0.0.251,,,5353,5353,,,,,,85.0.16.172.in-addr.arpa,B.5.2.B.7.5.B.A.7.2.A.4.A.3.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-3.local,Android-3.local,{"nm":"Redmi Note 9S","as":"[8194]","ip":"85"}._mi-connect._udp.local,85.0.16.172.in-addr.arpa,B.5.2.B.7.5.B.A.7.2.A.4.A.3.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-3.local,33,12,12,1,28,47,16,33,47,12,47,12,47,1,28,120,120,120,120,120,120,120,120,120,,,,
2261,May 18, 2023 20:45:58.887044153 -03,172.16.6.179,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2262,May 18, 2023 20:45:58.889245865 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2263,May 18, 2023 20:45:58.889247528 -03,172.16.10.36,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4500,4500,,,,
2264,May 18, 2023 20:45:58.889258847 -03,172.16.8.233,224.0.0.251,,,5353,5353,,,,,,Android-5.local,Android-5.local,Android-5.local,1,28,47,1,28,120,120,120,,,,
2265,May 18, 2023 20:45:58.889815684 -03,172.16.0.253,224.0.0.251,,,5353,5353,,,,,Android-5.local,Android-5.local,Android-5.local,Android-5.local,1,28,120,120,,,,
2266,May 18, 2023 20:45:58.992309390 -03,172.16.0.153,224.0.0.251,,,5353,5353,,,,,_%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local,_googlecast._tcp.local,,,,,,,
2267,May 18, 2023 20:45:58.992311779 -03,172.16.9.24,224.0.0.251,,,5353,5353,,,,,_raop._tcp.local,_airplay._tcp.local,,,,,,,
2268,May 18, 2023 20:45:58.992313802 -03,172.16.7.153,224.0.0.251,,,5353,5353,,,,,,iPad de Pedro._device-info._tcp.local,_rdlink._tcp.local,iPad de Pedro._companion-link._tcp.local,iPad de Pedro._rdlink._tcp.local,iPad-de-Pedro.local,iPad-de-Pedro.local,iPad de Pedro._rdlink._tcp.local,iPad de Pedro._companion-link._tcp.local,iPad-de-Pedro.local,16,12,16,16,33,28,1,47,16,33,47,16,33,47,1,28,4500,4500,4500,4500,120,120,120,4500,4500,120,,,,
2269,May 18, 2023 20:45:58.992759329 -03,172.16.9.51,224.0.0.251,,,5353,5353,,,,,Android-2.local,Android-2.local,Android-2.local,Android-2.local,1,28,120,120,,,,
2270,May 18, 2023 20:45:59.094721716 -03,172.16.7.195,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,_companion-link._tcp.local,_homekit._tcp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4499,4499,,,,
2271,May 18, 2023 20:45:59.094729786 -03,172.16.7.98,224.0.0.251,,,5353,5353,,,,,Android-141.local,Android-141.local,Android-141.local,Android-141.local,1,28,120,120,,,,
2272,May 18, 2023 20:45:59.094733077 -03,172.16.0.235,224.0.0.251,,,5353,5353,,,,,,235.0.16.172.in-addr.arpa,E.4.4.C.8.A.5.8.9.0.F.D.6.E.9.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-119.local,Android-119.local,235.0.16.172.in-addr.arpa,E.4.4.C.8.A.5.8.9.0.F.D.6.E.9.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,Android-119.local,12,12,1,28,47,12,47,12,47,1,28,120,120,120,120,120,120,120,,,,
2273,May 18, 2023 20:45:59.094739153 -03,172.16.2.223,224.0.0.251,,,5353,5353,,,,,,Android-4.local,Android-4.local,28,47,28,120,120,,,,
2274,May 18, 2023 20:45:59.096078137 -03,172.16.1.253,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,<Root>,41,,,,,
2275,May 18, 2023 20:45:59.194415255 -03,172.16.8.11,224.0.0.251,,,37210,5353,,,,,iPad de Pedro._companion-link._tcp.local,,,,,,,
2276,May 18, 2023 20:45:59.197689753 -03,172.16.0.253,224.0.0.251,,,5353,5353,,,,,Android-6.local,Android-6.local,Android-6.local,Android-6.local,1,28,120,120,,,,
2277,May 18, 2023 20:45:59.197689787 -03,172.16.6.139,224.0.0.251,,,5353,5353,,,,,iPad de Pedro._companion-link._tcp.local,<Root>,41,,,,,
2278,May 18, 2023 20:45:59.197716092 -03,172.16.5.81,224.0.0.251,,,5353,5353,,,,,lb._dns-sd._udp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,41,4500,,,,
2279,May 18, 2023 20:45:59.197718343 -03,172.16.9.21,224.0.0.251,,,5353,5353,,,,,,iPad de Erika Vitoria._device-info._tcp.local,_companion-link._tcp.local,iPad-de-Erika-Vitoria.local,iPad-de-Erika-Vitoria.local,iPad de Erika Vitoria._companion-link._tcp.local,iPad-de-Erika-Vitoria.local,iPad de Erika Vitoria._companion-link._tcp.local,16,12,28,1,16,33,47,1,28,47,16,33,4500,4500,120,120,4500,120,120,4500,,,,
2280,May 18, 2023 20:45:59.297804385 -03,172.16.7.153,224.0.0.251,,,5353,5353,,,,,,iPad de Pedro._device-info._tcp.local,_companion-link._tcp.local,iPad de Pedro._companion-link._tcp.local,iPad-de-Pedro.local,iPad-de-Pedro.local,iPad de Pedro._companion-link._tcp.local,iPad-de-Pedro.local,16,12,16,28,1,33,47,16,33,47,1,28,4500,4500,4500,120,120,120,4500,120,,,,
2281,May 18, 2023 20:45:59.299167373 -03,172.16.8.143,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_homekit._tcp.local,lb._dns-sd._udp.local,_sleep-proxy._udp.local,<Root>,41,,,,,
2282,May 18, 2023 20:45:59.301422613 -03,172.16.7.250,224.0.0.251,,,5353,5353,,,,,,DESKTOP-5N4ENBI.local,1,10,,,,
2283,May 18, 2023 20:45:59.301422059 -03,172.16.9.51,224.0.0.251,,,5353,5353,,,,,Android-2.local,Android-2.local,Android-2.local,Android-2.local,1,28,120,120,,,,
2284,May 18, 2023 20:45:59.399359453 -03,172.16.6.139,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,_sleep-proxy._udp.local,_raop._tcp.local,_airplay._tcp.local,_companion-link._tcp.local,_companion-link._tcp.local,<Root>,12,12,41,4497,4499,,,,
2285,May 18, 2023 20:45:59.399815019 -03,172.16.7.225,224.0.0.251,,,5353,5353,,,,,,iPhone de Gabriel (2)._rdlink._tcp.local,_services._dns-sd._udp.local,_rdlink._tcp.local,iPhone de Gabriel (2)._device-info._tcp.local,iPhone-de-Gabriel-2.local,iPhone-de-Gabriel-2.local,iPhone de Gabriel (2)._rdlink._tcp.local,iPhone-de-Gabriel-2.local,<Root>,16,12,12,16,33,28,1,47,16,33,47,1,28,41,4500,4500,4500,4500,120,120,120,4500,120,,,,
2286,May 18, 2023 20:45:59.404564306 -03,172.16.6.183,224.0.0.251,,,5353,5353,,,,,,iPhone de Rambo 😎._rdlink._tcp.local,_services._dns-sd._udp.local,_rdlink._tcp.local,iPhone de Rambo 😎._device-info._tcp.local,1.8.5.7.D.6.9.2.1.A.5.5.B.3.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,183.6.16.172.in-addr.arpa,iPhone-de-carlos.local,iPhone-de-carlos.local,iPhone de Rambo 😎._rdlink._tcp.local,1.8.5.7.D.6.9.2.1.A.5.5.B.3.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa,183.6.16.172.in-addr.arpa,iPhone-de-carlos.local,<Root>,16,12,12,16,33,12,12,28,1,47,16,33,47,12,47,12,47,1,28,41,4500,4500,4500,4500,120,120,120,120,120,4500,120,120,120,,,,
2287,May 18, 2023 20:45:59.404570947 -03,172.16.5.164,224.0.0.251,,,5353,5353,,,,,_companion-link._tcp.local,lb._dns-sd._udp.local,_sleep-proxy._udp.local,_companion-link._tcp.local,<Root>,12,41,4500,,,,
2288,May 18, 2023 20:45:59.404579051 -03,172.16.7.98,224.0.0.251,,,5353,5353,,,,,Android-141.local,Android-141.local,Android-141.local,Android-141.local,1,28,120,120,,,,
